corp_cls,corp_code,corp_name,stock_code,report_nm,rcept_no,flr_nm,rcept_dt,rm
KOSPI,00401731,LG전자,066570,기업설명회(IR)개최(안내공시),20240109800216,LG전자,20240109,유
KOSPI,01437292,미래에셋맵스리츠,357250,유상증자신주발행가액(안내공시),20240109800238,미래에셋맵스리츠,20240109,유
KOSPI,00164779,SK하이닉스,000660,기업설명회(IR)개최(안내공시),20240109800242,SK하이닉스,20240109,유
KOSPI,00136721,신영증권,001720,최대주주등소유주식변동신고서,20240109800244,신영증권,20240109,유
KOSPI,00106368,금호석유화학,011780,결산실적공시예고(안내공시),20240109800273,금호석유화학,20240109,유
KOSPI,00500254,GS,078930,최대주주등소유주식변동신고서,20240109800274,GS,20240109,유
KOSPI,00164788,현대모비스,012330,기업설명회(IR)개최(안내공시),20240109800276,현대모비스,20240109,유
KOSPI,00137207,유니켐,011330,최대주주등소유주식변동신고서,20240109800288,유니켐,20240109,유
KOSPI,00195229,미스토홀딩스,081660,최대주주등소유주식변동신고서,20240109800293,미스토홀딩스,20240109,유
KOSPI,00109286,대동,000490,기타경영사항(자율공시),20240109800298,대동,20240109,유
KOSPI,00103662,광명전기,017040,[기재정정]단일판매ㆍ공급계약체결,20240109800305,광명전기,20240109,유
KOSPI,00447609,비에이치,090460,최대주주등소유주식변동신고서,20240109800309,비에이치,20240109,유
KOSPI,00458234,아시아나IDT,267850,단일판매ㆍ공급계약체결,20240109800327,아시아나IDT,20240109,유
KOSPI,00125974,삼부토건,001470,[기재정정]단일판매ㆍ공급계약체결,20240109800330,삼부토건,20240109,유
KOSPI,00299002,HL홀딩스,060980,최대주주등소유주식변동신고서,20240109800331,HL홀딩스,20240109,유
KOSPI,00149646,기업은행,024110,소송등의판결ㆍ결정(일정금액이상의청구),20240109800361,기업은행,20240109,유
KOSPI,00152880,코오롱글로벌,003070,[기재정정]단일판매ㆍ공급계약체결,20240109800369,코오롱글로벌,20240109,유
KOSPI,00103130,MDS스피어,009810,단일판매ㆍ공급계약체결,20240109800370,MDS스피어,20240109,유정
KOSPI,00152862,코오롱,002020,[기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항),20240109800399,코오롱,20240109,유
KOSPI,01391033,NH프라임리츠,338100,매출액또는손익구조30%(대규모법인은15%)이상변경,20240109800487,NH프라임리츠,20240109,유
KOSPI,01497869,티와이홀딩스,363280,투자판단관련주요경영사항,20240109800514,티와이홀딩스,20240109,유
KOSDAQ,00104573,국일제지,078130,최대주주변경,20240109900054,국일제지,20240109,코정
KOSDAQ,01032404,콜마비앤에이치,200130,기업설명회(IR)개최,20240109900072,콜마비앤에이치,20240109,코
KOSDAQ,00409140,이원컴포텍,088290,임시주주총회결과,20240109900092,이원컴포텍,20240109,코정
KOSDAQ,00139083,아진산업,013310,기타시장안내(상장적격성 실질심사 대상결정 기한 안내),20240109900107,코스닥시장본부,20240109,코
KOSDAQ,00407285,아이컴포넌트,059100,단일판매ㆍ공급계약체결,20240109900141,아이컴포넌트,20240109,코정
KOSDAQ,00104573,국일제지,078130,증권발행결과(자율공시)(제3자배정 유상증자),20240109900150,국일제지,20240109,코정
KOSDAQ,00104573,국일제지,078130,기타시장안내(상장적격성 실질심사 사유추가 안내),20240109900166,코스닥시장본부,20240109,코
KOSDAQ,00346610,시지메드텍,056090,신주인수권행사(제1회차),20240109900183,시지메드텍,20240109,코
KOSDAQ,00409140,이원컴포텍,088290,[기재정정]임시주주총회결과,20240109900196,이원컴포텍,20240109,코
KOSDAQ,00545929,제넥신,095700,[기재정정]감사보고서제출(2021사업연도),20240109900233,제넥신,20240109,코
KOSDAQ,01402995,케이엔에스,432470,[기재정정]전환청구권행사,20240109900234,케이엔에스,20240109,코
KOSDAQ,00545929,제넥신,095700,[기재정정]감사보고서제출(2022사업연도),20240109900235,제넥신,20240109,코
KOSDAQ,00104573,국일제지,078130,최대주주변경,20240109900237,국일제지,20240109,코정
KOSDAQ,01101041,패션플랫폼,225590,주주명부폐쇄기간또는기준일설정,20240109900262,패션플랫폼,20240109,코
KOSDAQ,00327396,옵트론텍,082210,전환사채(해외전환사채포함)발행후만기전사채취득,20240109900264,옵트론텍,20240109,코
KOSDAQ,00220686,에스피지,058610,기업설명회(IR)개최,20240109900268,에스피지,20240109,코
KOSDAQ,01353024,TS트릴리온,317240,[기재정정]자산재평가결과(자율공시),20240109900281,TS트릴리온,20240109,코
KOSDAQ,00136925,신원종합개발,017000,[기재정정]단일판매ㆍ공급계약체결,20240109900287,신원종합개발,20240109,코
KOSDAQ,00231354,파워넷,037030,[기재정정]주주총회소집결의(임시주주총회),20240109900320,파워넷,20240109,코
KOSDAQ,00975290,에이스토리,241840,전환사채(해외전환사채포함)발행후만기전사채취득,20240109900362,에이스토리,20240109,코
KOSDAQ,01429840,아이티아이즈,372800,[기재정정]단일판매ㆍ공급계약체결,20240109900368,아이티아이즈,20240109,코
KOSDAQ,01116502,아티스트컴퍼니,321820,[기재정정]전환청구권행사(제2회차),20240109900374,아티스트컴퍼니,20240109,코
KOSDAQ,01116502,아티스트컴퍼니,321820,[기재정정]신주인수권행사(제1회차),20240109900375,아티스트컴퍼니,20240109,코
KOSDAQ,01429840,아이티아이즈,372800,단일판매ㆍ공급계약체결,20240109900379,아이티아이즈,20240109,코정
KOSDAQ,01050738,솔트룩스,304100,전환청구권행사,20240109900381,솔트룩스,20240109,코
KOSDAQ,01326279,아이엘,307180,단일판매ㆍ공급계약체결(자율공시),20240109900405,아이엘,20240109,코정
KOSDAQ,00632793,전진바이오팜,110020,[기재정정]최대주주변경을수반하는주식양수도계약체결,20240109900406,전진바이오팜,20240109,코정
KOSDAQ,00632793,전진바이오팜,110020,[기재정정]주주총회소집결의,20240109900410,전진바이오팜,20240109,코정
KOSDAQ,00104573,국일제지,078130,[기재정정]최대주주변경,20240109900421,국일제지,20240109,코정
KOSDAQ,00104573,국일제지,078130,[기재정정]최대주주변경,20240109900423,국일제지,20240109,코정
KOSDAQ,00660121,디에이테크놀로지,196490,전환가액의조정(제13회차),20240109900424,디에이테크놀로지,20240109,코
KOSDAQ,00273420,이스트소프트,047560,교환청구권행사,20240109900450,이스트소프트,20240109,코
KOSDAQ,00258360,위지트,036090,[기재정정]주주총회소집결의(임시주주총회),20240109900456,위지트,20240109,코
KOSDAQ,01065013,콜마바이오텍,215380,기타경영사항(자율공시)(전환우선주의 보통주 전환청구),20240109900494,콜마바이오텍,20240109,코정
KOSDAQ,01020524,자이글,234920,불성실공시법인지정(공시번복),20240109900497,코스닥시장본부,20240109,코
KOSDAQ,00200910,아이즈비전,031310,[기재정정]주주총회소집결의(임시주주총회),20240109900517,아이즈비전,20240109,코정
KOSDAQ,00200910,아이즈비전,031310,주주총회소집공고,20240109000375,아이즈비전,20240110,정
KOSPI,01437292,미래에셋맵스리츠,357250,효력발생안내( 2024.1.9. 제출 증권신고서(집합투자증권-회사형) ),20240109100001,금융감독원,20240110,
KOSPI,00126380,삼성전자,005930,임원ㆍ주요주주특정증권등소유상황보고서,20240110000001,유병길,20240110,정
KOSPI,00120182,NH투자증권,005940,증권발행실적보고서,20240110000002,NH투자증권,20240110,
KOSPI,01430475,코람코라이프인프라리츠,357120,임원ㆍ주요주주특정증권등소유상황보고서,20240110000020,코람코자산운용,20240110,
KOSPI,01437292,미래에셋맵스리츠,357250,[기재정정]투자설명서(집합투자증권)(㈜미래에셋맵스제1호위탁관리부동산투자회사),20240110000026,미래에셋맵스리츠,20240110,
KOSPI,00117601,유안타증권,003470,증권발행실적보고서,20240110000029,유안타증권,20240110,
KOSPI,01430475,코람코라이프인프라리츠,357120,임원ㆍ주요주주특정증권등소유상황보고서,20240110000030,미래에셋자산운용,20240110,
KOSPI,01576102,미래에셋글로벌리츠,396690,임원ㆍ주요주주특정증권등소유상황보고서,20240110000036,미래에셋자산운용,20240110,
KOSPI,01669226,한화리츠,451800,임원ㆍ주요주주특정증권등소유상황보고서,20240110000045,미래에셋자산운용,20240110,
KOSDAQ,01160363,에코프로비엠,247540,주식등의대량보유상황보고서(일반),20240110000062,에코프로,20240110,
KOSDAQ,00536541,에코프로,086520,주식등의대량보유상황보고서(일반),20240110000066,이동채,20240110,
KOSPI,00112378,KR모터스,000040,주주총회소집공고,20240110000068,KR모터스,20240110,정
KOSPI,00117498,스틱인베스트먼트,026890,임원ㆍ주요주주특정증권등소유상황보고서,20240110000074,이상현,20240110,
KOSDAQ,01237540,이녹스첨단소재,272290,임원ㆍ주요주주특정증권등소유상황보고서,20240110000082,박태성,20240110,
KOSDAQ,00369657,리노공업,058470,주식등의대량보유상황보고서(약식),20240110000086,WasatchAdvisorsLP,20240110,
KOSPI,00143262,우진아이엔에스,010400,자기주식처분결과보고서,20240110000088,우진아이엔에스,20240110,
KOSDAQ,01366000,태성,323280,주주총회소집공고,20240110000089,태성,20240110,
KOSDAQ,00490090,이지케어텍,099750,주주총회소집공고,20240110000095,이지케어텍,20240110,
KOSDAQ,00490090,이지케어텍,099750,의결권대리행사권유참고서류,20240110000102,이지케어텍,20240110,
KOSDAQ,01686755,파인엠텍,441270,주식등의대량보유상황보고서(일반),20240110000112,홍성천,20240110,
KOSPI,00135917,한화손해보험,000370,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000114,한화손해보험,20240110,공
KOSPI,00135917,한화손해보험,000370,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000116,한화손해보험,20240110,공
KOSDAQ,00532855,한국유니온제약,080720,주식등의대량보유상황보고서(약식),20240110000117,황용문,20240110,
KOSPI,01535150,SK리츠,395400,임원ㆍ주요주주특정증권등소유상황보고서,20240110000120,미래에셋자산운용,20240110,정
KOSPI,00135917,한화손해보험,000370,계열금융회사의약관에의한금융거래-[보험],20240110000122,한화손해보험,20240110,공
KOSDAQ,01366000,태성,323280,임원ㆍ주요주주특정증권등소유상황보고서,20240110000127,심재근,20240110,
KOSDAQ,00357740,NHN KCP,060250,주식등의대량보유상황보고서(약식),20240110000138,FILLIMITED,20240110,
KOSDAQ,01144028,씨티케이,260930,주식등의대량보유상황보고서(일반),20240110000141,정인용,20240110,
KOSDAQ,01366000,태성,323280,임원ㆍ주요주주특정증권등소유상황보고서,20240110000143,이남영,20240110,
KOSPI,00113207,대한전선,001440,특수관계인의유상증자참여,20240110000145,대한전선,20240110,공정
KOSDAQ,00580199,메디톡스,086900,임원ㆍ주요주주특정증권등소유상황보고서,20240110000152,정현호,20240110,
KOSPI,00130772,SBS,034120,주식등의대량보유상황보고서(약식),20240110000164,한국투자신탁운용,20240110,
